ap,ra,bairro,year,ideb
Área de Planejamento 3,XXXI Vigário Geral,Cordovil,2009,5.074795081967213
Área de Planejamento 3,XXXI Vigário Geral,Cordovil,2011,5.467237687366167
Área de Planejamento 3,XXXI Vigário Geral,Cordovil,2013,5.026133909287257
Área de Planejamento 3,XXXI Vigário Geral,Cordovil,2015,5.485542168674699
Área de Planejamento 3,XXXI Vigário Geral,Cordovil,2017,5.6079591836734695
Área de Planejamento 3,XXXI Vigário Geral,Cordovil,2019,5.794583333333334
Área de Planejamento 3,XXXI Vigário Geral,Cordovil,2021,5.62614247311828
Área de Planejamento 3,XXXI Vigário Geral,Cordovil,2023,6.0
Área de Planejamento 3,XXXI Vigário Geral,Jardim América,2007,4.717054263565892
Área de Planejamento 3,XXXI Vigário Geral,Jardim América,2009,5.286127167630058
Área de Planejamento 3,XXXI Vigário Geral,Jardim América,2011,5.524885844748859
Área de Planejamento 3,XXXI Vigário Geral,Jardim América,2013,5.129314420803782
Área de Planejamento 3,XXXI Vigário Geral,Jardim América,2015,5.735215946843854
Área de Planejamento 3,XXXI Vigário Geral,Jardim América,2017,5.940970350404313
Área de Planejamento 3,XXXI Vigário Geral,Jardim América,2019,5.560436137071651
Área de Planejamento 3,XXXI Vigário Geral,Jardim América,2021,5.436842105263158
Área de Planejamento 3,XXXI Vigário Geral,Jardim América,2023,5.9
Área de Planejamento 3,XXXI Vigário Geral,Parada de Lucas,2007,3.964055299539171
Área de Planejamento 3,XXXI Vigário Geral,Parada de Lucas,2009,4.830366492146598
Área de Planejamento 3,XXXI Vigário Geral,Parada de Lucas,2011,5.278666666666666
Área de Planejamento 3,XXXI Vigário Geral,Parada de Lucas,2013,5.0
Área de Planejamento 3,XXXI Vigário Geral,Parada de Lucas,2015,5.400000000000001
Área de Planejamento 3,XXXI Vigário Geral,Parada de Lucas,2017,5.2
Área de Planejamento 3,XXXI Vigário Geral,Parada de Lucas,2021,4.7
Área de Planejamento 3,XXXI Vigário Geral,Parada de Lucas,2023,5.2
Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,2007,3.8170403587443946
Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,2009,4.678333333333334
Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,2011,4.737136929460581
Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,2013,4.134126984126984
Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,2015,5.035555555555556
Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,2017,4.947814910025707
Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,2019,5.17163323782235
Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,2021,5.05137614678899
Área de Planejamento 3,XXXI Vigário Geral,Vigário Geral,2023,5.8
Área de Planejamento 3,XXII Anchieta,Anchieta,2007,4.225891181988743
Área de Planejamento 3,XXII Anchieta,Anchieta,2009,4.604166666666667
Área de Planejamento 3,XXII Anchieta,Anchieta,2011,4.745454545454545
Área de Planejamento 3,XXII Anchieta,Anchieta,2013,4.801449275362319
Área de Planejamento 3,XXII Anchieta,Anchieta,2015,4.854716981132075
Área de Planejamento 3,XXII Anchieta,Anchieta,2017,5.352208835341365
Área de Planejamento 3,XXII Anchieta,Anchieta,2019,5.053846153846154
Área de Planejamento 3,XXII Anchieta,Anchieta,2021,5.22654996353027
Área de Planejamento 3,XXII Anchieta,Anchieta,2023,5.5
Área de Planejamento 3,XXII Anchieta,Guadalupe,2007,4.6788844621513945
Área de Planejamento 3,XXII Anchieta,Guadalupe,2009,5.380388692579505
Área de Planejamento 3,XXII Anchieta,Guadalupe,2011,5.6939935064935066
Área de Planejamento 3,XXII Anchieta,Guadalupe,2013,5.400598802395209
Área de Planejamento 3,XXII Anchieta,Guadalupe,2015,5.546210720887245
Área de Planejamento 3,XXII Anchieta,Guadalupe,2017,5.711392405063292
Área de Planejamento 3,XXII Anchieta,Guadalupe,2019,5.712408759124089
Área de Planejamento 3,XXII Anchieta,Guadalupe,2021,5.45251282051282
Área de Planejamento 3,XXII Anchieta,Guadalupe,2023,6.1
Área de Planejamento 3,XXII Anchieta,Parque Anchieta,2007,4.8173393124065775
Área de Planejamento 3,XXII Anchieta,Parque Anchieta,2009,5.769022869022869
Área de Planejamento 3,XXII Anchieta,Parque Anchieta,2011,6.160893854748603
Área de Planejamento 3,XXII Anchieta,Parque Anchieta,2013,5.938927335640138
Área de Planejamento 3,XXII Anchieta,Parque Anchieta,2015,5.901197604790419
Área de Planejamento 3,XXII Anchieta,Parque Anchieta,2017,5.881640625000001
Área de Planejamento 3,XXII Anchieta,Parque Anchieta,2019,5.94066985645933
Área de Planejamento 3,XXII Anchieta,Parque Anchieta,2021,5.879740791268759
Área de Planejamento 3,XXII Anchieta,Parque Anchieta,2023,6.2
Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,2007,4.384962406015038
Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,2009,4.7
Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,2011,5.5
Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,2013,5.2
Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,2015,5.5
Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,2017,6.1
Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,2021,5.0
Área de Planejamento 3,XXII Anchieta,Ricardo de Albuquerque,2023,5.9
Área de Planejamento 3,XXV Pavuna,Acari,2007,4.7
Área de Planejamento 3,XXV Pavuna,Acari,2009,4.443703703703704
Área de Planejamento 3,XXV Pavuna,Acari,2011,4.977692307692307
Área de Planejamento 3,XXV Pavuna,Acari,2013,5.051700680272108
Área de Planejamento 3,XXV Pavuna,Acari,2015,5.2496598639455785
Área de Planejamento 3,XXV Pavuna,Acari,2017,5.243046357615895
Área de Planejamento 3,XXV Pavuna,Acari,2019,5.5
Área de Planejamento 3,XXV Pavuna,Acari,2021,5.5
Área de Planejamento 3,XXV Pavuna,Acari,2023,5.2
Área de Planejamento 3,XXV Pavuna,Barros Filho,2017,5.3
Área de Planejamento 3,XXV Pavuna,Barros Filho,2019,5.6
Área de Planejamento 3,XXV Pavuna,Barros Filho,2021,5.0
Área de Planejamento 3,XXV Pavuna,Barros Filho,2023,5.4
Área de Planejamento 3,XXV Pavuna,Coelho Neto,2007,4.225548387096774
Área de Planejamento 3,XXV Pavuna,Coelho Neto,2009,4.595969289827256
Área de Planejamento 3,XXV Pavuna,Coelho Neto,2011,4.817084639498433
Área de Planejamento 3,XXV Pavuna,Coelho Neto,2013,4.520105820105821
Área de Planejamento 3,XXV Pavuna,Coelho Neto,2015,5.195426195426195
Área de Planejamento 3,XXV Pavuna,Coelho Neto,2017,5.169354838709677
Área de Planejamento 3,XXV Pavuna,Coelho Neto,2019,5.5119186046511635
Área de Planejamento 3,XXV Pavuna,Coelho Neto,2021,4.833352049410444
Área de Planejamento 3,XXV Pavuna,Coelho Neto,2023,5.2
Área de Planejamento 3,XXV Pavuna,Costa Barros,2007,3.9616541353383457
Área de Planejamento 3,XXV Pavuna,Costa Barros,2009,4.398630136986302
Área de Planejamento 3,XXV Pavuna,Costa Barros,2011,5.531455399061033
Área de Planejamento 3,XXV Pavuna,Costa Barros,2013,4.160256410256411
Área de Planejamento 3,XXV Pavuna,Costa Barros,2015,4.715909090909091
Área de Planejamento 3,XXV Pavuna,Costa Barros,2017,5.112765957446809
Área de Planejamento 3,XXV Pavuna,Costa Barros,2019,4.88375
Área de Planejamento 3,XXV Pavuna,Costa Barros,2021,5.0
Área de Planejamento 3,XXV Pavuna,Costa Barros,2023,5.2
Área de Planejamento 3,XXV Pavuna,Parque Columbia,2007,4.4
Área de Planejamento 3,XXV Pavuna,Parque Columbia,2009,4.8
Área de Planejamento 3,XXV Pavuna,Parque Columbia,2011,5.2
Área de Planejamento 3,XXV Pavuna,Parque Columbia,2013,5.0
Área de Planejamento 3,XXV Pavuna,Parque Columbia,2015,4.8
Área de Planejamento 3,XXV Pavuna,Parque Columbia,2017,5.2
Área de Planejamento 3,XXV Pavuna,Parque Columbia,2019,5.1
Área de Planejamento 3,XXV Pavuna,Parque Columbia,2021,4.9
Área de Planejamento 3,XXV Pavuna,Parque Columbia,2023,5.1
Área de Planejamento 3,XXV Pavuna,Pavuna,2007,4.5800803673938
Área de Planejamento 3,XXV Pavuna,Pavuna,2009,5.088653555219365
Área de Planejamento 3,XXV Pavuna,Pavuna,2011,5.613639679066375
Área de Planejamento 3,XXV Pavuna,Pavuna,2013,5.306037473976406
Área de Planejamento 3,XXV Pavuna,Pavuna,2015,5.505966386554621
Área de Planejamento 3,XXV Pavuna,Pavuna,2017,5.49953488372093
Área de Planejamento 3,XXV Pavuna,Pavuna,2019,5.471647509578544
Área de Planejamento 3,XXV Pavuna,Pavuna,2021,5.274196737518536
Área de Planejamento 3,XXV Pavuna,Pavuna,2023,5.7
Área de Planejamento 3,XX Ilha do Governador,Bancários,2007,4.533783783783784
Área de Planejamento 3,XX Ilha do Governador,Bancários,2009,4.513291139240506
Área de Planejamento 3,XX Ilha do Governador,Bancários,2011,4.9857894736842105
Área de Planejamento 3,XX Ilha do Governador,Bancários,2013,4.5036496350364965
Área de Planejamento 3,XX Ilha do Governador,Bancários,2015,5.570454545454545
Área de Planejamento 3,XX Ilha do Governador,Bancários,2017,5.323913043478261
Área de Planejamento 3,XX Ilha do Governador,Bancários,2019,5.723111111111112
Área de Planejamento 3,XX Ilha do Governador,Bancários,2021,5.563157894736843
Área de Planejamento 3,XX Ilha do Governador,Bancários,2023,5.8
Área de Planejamento 3,XX Ilha do Governador,Cacuia,2007,4.3
Área de Planejamento 3,XX Ilha do Governador,Cacuia,2011,4.3
Área de Planejamento 3,XX Ilha do Governador,Cacuia,2013,5.2
Área de Planejamento 3,XX Ilha do Governador,Cacuia,2015,5.4
Área de Planejamento 3,XX Ilha do Governador,Cacuia,2017,5.7
Área de Planejamento 3,XX Ilha do Governador,Cacuia,2019,5.5
Área de Planejamento 3,XX Ilha do Governador,Cacuia,2021,5.8
Área de Planejamento 3,XX Ilha do Governador,Cacuia,2023,5.8
Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,2007,4.5
Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,2009,4.6
Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,2011,5.3
Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,2013,5.1
Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,2015,6.2
Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,2017,5.7
Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,2019,5.9
Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,2021,6.1
Área de Planejamento 3,XX Ilha do Governador,Cidade Universitária,2023,6.4
Área de Planejamento 3,XX Ilha do Governador,Cocotá,2007,5.4
Área de Planejamento 3,XX Ilha do Governador,Cocotá,2009,5.2
Área de Planejamento 3,XX Ilha do Governador,Cocotá,2011,6.0
Área de Planejamento 3,XX Ilha do Governador,Cocotá,2013,6.0
Área de Planejamento 3,XX Ilha do Governador,Cocotá,2015,6.1
Área de Planejamento 3,XX Ilha do Governador,Cocotá,2017,5.9
Área de Planejamento 3,XX Ilha do Governador,Cocotá,2019,6.099999999999999
Área de Planejamento 3,XX Ilha do Governador,Cocotá,2021,6.1
Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),2007,4.7
Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),2009,3.9
Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),2011,4.6
Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),2013,4.0
Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),2015,4.8
Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),2017,5.4
Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),2019,5.5
Área de Planejamento 3,XX Ilha do Governador,Freguesia (Ilha do Governador),2023,5.3
Área de Planejamento 3,XX Ilha do Governador,Galeão,2007,4.783
Área de Planejamento 3,XX Ilha do Governador,Galeão,2009,4.952573529411764
Área de Planejamento 3,XX Ilha do Governador,Galeão,2011,5.325
Área de Planejamento 3,XX Ilha do Governador,Galeão,2013,5.45982905982906
Área de Planejamento 3,XX Ilha do Governador,Galeão,2015,6.049785407725322
Área de Planejamento 3,XX Ilha do Governador,Galeão,2017,6.022175732217573
Área de Planejamento 3,XX Ilha do Governador,Galeão,2019,5.9875
Área de Planejamento 3,XX Ilha do Governador,Galeão,2021,4.716253002401922
Área de Planejamento 3,XX Ilha do Governador,Galeão,2023,6.2
Área de Planejamento 3,XX Ilha do Governador,Jardim Carioca,2007,4.843478260869565
Área de Planejamento 3,XX Ilha do Governador,Jardim Carioca,2009,5.3
Área de Planejamento 3,XX Ilha do Governador,Jardim Carioca,2011,5.6457746478873245
Área de Planejamento 3,XX Ilha do Governador,Jardim Carioca,2013,5.5
Área de Planejamento 3,XX Ilha do Governador,Jardim Carioca,2015,6.192982456140351
Área de Planejamento 3,XX Ilha do Governador,Jardim Carioca,2017,5.69622641509434
Área de Planejamento 3,XX Ilha do Governador,Jardim Carioca,2019,5.900000000000001
Área de Planejamento 3,XX Ilha do Governador,Jardim Carioca,2021,5.776182136602452
Área de Planejamento 3,XX Ilha do Governador,Jardim Carioca,2023,5.8
Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,2007,5.077540106951871
Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,2009,5.738150289017341
Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,2011,6.167469879518072
Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,2013,6.643661971830985
Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,2015,6.570666666666667
Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,2017,6.75
Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,2019,6.5248366013071895
Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,2021,6.285135135135136
Área de Planejamento 3,XX Ilha do Governador,Jardim Guanabara,2023,6.6
Área de Planejamento 3,XX Ilha do Governador,Moneró,2007,4.926027397260274
Área de Planejamento 3,XX Ilha do Governador,Moneró,2009,5.220833333333333
Área de Planejamento 3,XX Ilha do Governador,Moneró,2011,6.005940594059406
Área de Planejamento 3,XX Ilha do Governador,Moneró,2013,5.788764044943821
Área de Planejamento 3,XX Ilha do Governador,Moneró,2015,5.810638297872341
Área de Planejamento 3,XX Ilha do Governador,Moneró,2017,5.871875
Área de Planejamento 3,XX Ilha do Governador,Moneró,2019,6.15360824742268
Área de Planejamento 3,XX Ilha do Governador,Moneró,2021,5.8
Área de Planejamento 3,XX Ilha do Governador,Moneró,2023,6.7
Área de Planejamento 3,XX Ilha do Governador,Pitangueiras,2007,5.2
Área de Planejamento 3,XX Ilha do Governador,Pitangueiras,2009,5.5
Área de Planejamento 3,XX Ilha do Governador,Pitangueiras,2011,5.7
Área de Planejamento 3,XX Ilha do Governador,Pitangueiras,2013,6.5
Área de Planejamento 3,XX Ilha do Governador,Pitangueiras,2015,6.6
Área de Planejamento 3,XX Ilha do Governador,Pitangueiras,2017,6.2
Área de Planejamento 3,XX Ilha do Governador,Pitangueiras,2019,6.6
Área de Planejamento 3,XX Ilha do Governador,Pitangueiras,2021,5.9
Área de Planejamento 3,XX Ilha do Governador,Pitangueiras,2023,6.4
Área de Planejamento 3,XX Ilha do Governador,Portuguesa,2007,4.815530303030304
Área de Planejamento 3,XX Ilha do Governador,Portuguesa,2009,4.607881773399015
Área de Planejamento 3,XX Ilha do Governador,Portuguesa,2011,5.5774509803921575
Área de Planejamento 3,XX Ilha do Governador,Portuguesa,2013,4.438888888888888
Área de Planejamento 3,XX Ilha do Governador,Portuguesa,2015,4.901652892561983
Área de Planejamento 3,XX Ilha do Governador,Portuguesa,2017,4.826881720430108
Área de Planejamento 3,XX Ilha do Governador,Portuguesa,2019,5.866666666666666
Área de Planejamento 3,XX Ilha do Governador,Portuguesa,2021,5.153846153846154
Área de Planejamento 3,XX Ilha do Governador,Portuguesa,2023,6.0
Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,2007,4.6
Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,2009,5.1
Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,2011,4.9
Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,2013,5.9
Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,2015,5.4
Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,2019,5.2
Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,2021,5.8
Área de Planejamento 3,XX Ilha do Governador,Praia da Bandeira,2023,6.2
Área de Planejamento 3,XX Ilha do Governador,Tauá,2007,4.872262773722627
Área de Planejamento 3,XX Ilha do Governador,Tauá,2009,4.793181818181819
Área de Planejamento 3,XX Ilha do Governador,Tauá,2011,6.1
Área de Planejamento 3,XX Ilha do Governador,Tauá,2013,5.8
Área de Planejamento 3,XX Ilha do Governador,Tauá,2015,5.8
Área de Planejamento 3,XX Ilha do Governador,Tauá,2017,6.0
Área de Planejamento 3,XX Ilha do Governador,Tauá,2019,6.3
Área de Planejamento 3,XX Ilha do Governador,Tauá,2023,6.0
Área de Planejamento 3,XX Ilha do Governador,Zumbi,2007,4.9
Área de Planejamento 3,XX Ilha do Governador,Zumbi,2009,5.4
Área de Planejamento 3,XX Ilha do Governador,Zumbi,2011,5.8
Área de Planejamento 3,XX Ilha do Governador,Zumbi,2013,5.9
Área de Planejamento 3,XX Ilha do Governador,Zumbi,2015,5.8
Área de Planejamento 3,XX Ilha do Governador,Zumbi,2017,6.0
Área de Planejamento 3,XX Ilha do Governador,Zumbi,2019,5.9
Área de Planejamento 3,XX Ilha do Governador,Zumbi,2021,4.8
Área de Planejamento 3,XX Ilha do Governador,Zumbi,2023,6.0
Área de Planejamento 4,XVI Jacarepaguá,Anil,2007,5.4
Área de Planejamento 4,XVI Jacarepaguá,Anil,2009,5.430851063829787
Área de Planejamento 4,XVI Jacarepaguá,Anil,2011,5.6141148325358845
Área de Planejamento 4,XVI Jacarepaguá,Anil,2013,5.450773195876289
Área de Planejamento 4,XVI Jacarepaguá,Anil,2015,5.343636363636364
Área de Planejamento 4,XVI Jacarepaguá,Anil,2017,5.928820116054158
Área de Planejamento 4,XVI Jacarepaguá,Anil,2019,6.125901639344262
Área de Planejamento 4,XVI Jacarepaguá,Anil,2021,5.421983089930823
Área de Planejamento 4,XVI Jacarepaguá,Anil,2023,6.2
Área de Planejamento 4,XVI Jacarepaguá,Curicica,2007,4.907130124777183
Área de Planejamento 4,XVI Jacarepaguá,Curicica,2009,5.117690875232775
Área de Planejamento 4,XVI Jacarepaguá,Curicica,2011,5.557986111111111
Área de Planejamento 4,XVI Jacarepaguá,Curicica,2013,5.3603206412825655
Área de Planejamento 4,XVI Jacarepaguá,Curicica,2015,5.6386792452830194
Área de Planejamento 4,XVI Jacarepaguá,Curicica,2017,5.868096514745307
Área de Planejamento 4,XVI Jacarepaguá,Curicica,2019,6.051821862348179
Área de Planejamento 4,XVI Jacarepaguá,Curicica,2021,5.4
Área de Planejamento 4,XVI Jacarepaguá,Curicica,2023,6.1
Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),2007,4.49554234769688
Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),2009,4.833445378151262
Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),2011,5.2780973451327435
Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),2013,5.698239436619718
Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),2015,5.4
Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),2017,5.644117647058823
Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),2019,5.745387453874539
Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),2021,4.6
Área de Planejamento 4,XVI Jacarepaguá,Freguesia (Jacarepaguá),2023,6.0
Área de Planejamento 4,XVI Jacarepaguá,Gardênia Azul,2007,4.5
Área de Planejamento 4,XVI Jacarepaguá,Gardênia Azul,2009,4.8
Área de Planejamento 4,XVI Jacarepaguá,Gardênia Azul,2011,5.4
Área de Planejamento 4,XVI Jacarepaguá,Gardênia Azul,2013,4.9
Área de Planejamento 4,XVI Jacarepaguá,Gardênia Azul,2015,5.4
Área de Planejamento 4,XVI Jacarepaguá,Gardênia Azul,2017,5.9
Área de Planejamento 4,XVI Jacarepaguá,Gardênia Azul,2019,5.6
Área de Planejamento 4,XVI Jacarepaguá,Gardênia Azul,2021,5.0
Área de Planejamento 4,XVI Jacarepaguá,Gardênia Azul,2023,5.0
Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,2007,4.471293161814489
Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,2009,5.013338357196685
Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,2011,5.394785059901339
Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,2013,5.6752228163992875
Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,2015,5.612217194570136
Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,2017,6.086345053147997
Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,2019,6.095016891891893
Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,2021,5.465641025641025
Área de Planejamento 4,XVI Jacarepaguá,Jacarepaguá,2023,6.4
Área de Planejamento 4,XVI Jacarepaguá,Pechincha,2007,5.0373271889400915
Área de Planejamento 4,XVI Jacarepaguá,Pechincha,2009,5.383116883116883
Área de Planejamento 4,XVI Jacarepaguá,Pechincha,2011,5.678378378378379
Área de Planejamento 4,XVI Jacarepaguá,Pechincha,2013,3.338235294117647
Área de Planejamento 4,XVI Jacarepaguá,Pechincha,2015,6.0
Área de Planejamento 4,XVI Jacarepaguá,Pechincha,2017,6.2
Área de Planejamento 4,XVI Jacarepaguá,Pechincha,2019,5.7
Área de Planejamento 4,XVI Jacarepaguá,Pechincha,2023,7.0
Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,2007,4.354829931972789
Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,2009,5.190873015873016
Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,2011,5.239244663382594
Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,2013,5.095320623916811
Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,2015,5.384475806451613
Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,2017,5.445038167938931
Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,2019,5.918089430894309
Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,2021,5.298736546560598
Área de Planejamento 4,XVI Jacarepaguá,Praça Seca,2023,5.9
Área de Planejamento 4,XVI Jacarepaguá,Tanque,2007,4.363245823389021
Área de Planejamento 4,XVI Jacarepaguá,Tanque,2009,4.939226519337017
Área de Planejamento 4,XVI Jacarepaguá,Tanque,2011,5.514685314685315
Área de Planejamento 4,XVI Jacarepaguá,Tanque,2013,5.524742268041238
Área de Planejamento 4,XVI Jacarepaguá,Tanque,2015,5.906818181818181
Área de Planejamento 4,XVI Jacarepaguá,Tanque,2017,6.3500000000000005
Área de Planejamento 4,XVI Jacarepaguá,Tanque,2019,5.930030959752322
Área de Planejamento 4,XVI Jacarepaguá,Tanque,2021,5.487451984635084
Área de Planejamento 4,XVI Jacarepaguá,Tanque,2023,6.1
Área de Planejamento 4,XVI Jacarepaguá,Taquara,2007,4.865171102661597
Área de Planejamento 4,XVI Jacarepaguá,Taquara,2009,5.621568627450981
Área de Planejamento 4,XVI Jacarepaguá,Taquara,2011,5.687029702970297
Área de Planejamento 4,XVI Jacarepaguá,Taquara,2013,5.635502392344497
Área de Planejamento 4,XVI Jacarepaguá,Taquara,2015,6.019938650306748
Área de Planejamento 4,XVI Jacarepaguá,Taquara,2017,6.188173076923077
Área de Planejamento 4,XVI Jacarepaguá,Taquara,2019,6.141109709962168
Área de Planejamento 4,XVI Jacarepaguá,Taquara,2021,6.357425199011803
Área de Planejamento 4,XVI Jacarepaguá,Taquara,2023,6.2
Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,2007,4.991561181434599
Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,2009,5.642081447963801
Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,2011,5.924081632653062
Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,2013,5.3203980099502495
Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,2015,5.900999999999999
Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,2017,6.1123655913978485
Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,2019,6.03160621761658
Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,2021,5.677529286474974
Área de Planejamento 4,XVI Jacarepaguá,Vila Valqueire,2023,6.5
Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,2007,4.125268817204301
Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,2009,4.458103448275862
Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,2011,4.750921658986175
Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,2013,4.5997171145686
Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,2015,4.759437086092715
Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,2017,5.366666666666666
Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,2019,5.412690355329949
Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,2021,4.55918049792531
Área de Planejamento 4,XXXIII Cidade de Deus,Cidade de Deus,2023,5.8
Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,2007,5.18662109375
Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,2009,5.7500982318271125
Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,2011,5.66567992599445
Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,2013,5.830245535714286
Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,2015,5.875774647887324
Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,2017,6.46700434153401
Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,2019,6.693248945147679
Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,2021,6.536461126005362
Área de Planejamento 4,XXIV Barra da Tijuca,Barra da Tijuca,2023,6.7
Área de Planejamento 4,XXIV Barra da Tijuca,Itanhangá,2007,4.3
Área de Planejamento 4,XXIV Barra da Tijuca,Itanhangá,2009,5.3
Área de Planejamento 4,XXIV Barra da Tijuca,Itanhangá,2011,5.3
Área de Planejamento 4,XXIV Barra da Tijuca,Itanhangá,2013,5.311267605633803
Área de Planejamento 4,XXIV Barra da Tijuca,Itanhangá,2015,5.544507575757576
Área de Planejamento 4,XXIV Barra da Tijuca,Itanhangá,2017,5.66185770750988
Área de Planejamento 4,XXIV Barra da Tijuca,Itanhangá,2019,5.72054054054054
Área de Planejamento 4,XXIV Barra da Tijuca,Itanhangá,2021,5.0
Área de Planejamento 4,XXIV Barra da Tijuca,Itanhangá,2023,5.5
Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,2007,4.602747252747253
Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,2009,5.123387096774193
